event_id,customer_id,invoice_id,event_created_at,amount_paise,action,propensity,outcome,days_overdue,customer_ontime_rate,invoice_size_zscore,chase_rounds_so_far,is_repeat_overdue_this_quarter,quarter_sin,quarter_cos,contacts_last_14d,customer_relationship_days
evt_inv_005318_0,cust_b2b_032,inv_005318,2026-04-02T00:19:04.942990+00:00,5165637,SEND_REMINDER,0.8500000000000001,0,7.2948990183907245,0.14285714285714285,-0.533460966196485,0.0,1.0,-0.8664876031313344,-0.499198591363913,38.0,169.9481880841001
evt_inv_005838_1,cust_b2b_035,inv_005838,2026-04-02T00:44:58.712148+00:00,4047088,OFFER_PAYMENT_PLAN,0.8500000000000001,1,19.87464532209897,0.34810126582278483,-0.5874998483173162,1.0,1.0,-0.8671136543748564,-0.49811033958017975,26.0,168.8422605604529
evt_inv_008342_0,cust_b2b_001,inv_008342,2026-04-02T00:57:39.667379+00:00,8103114,SEND_REMINDER,0.8500000000000001,0,9.257761977007906,0.07692307692307693,0.43009033150914056,0.0,1.0,-0.86741976313818,-0.497577083995338,22.0,154.92416750822727
evt_inv_001344_1,cust_b2b_032,inv_001344,2026-04-02T01:09:30.760832+00:00,5945677,OFFER_PAYMENT_PLAN,0.8500000000000001,0,22.562040652980937,0.14207650273224043,-0.23650244839989926,1.0,1.0,-0.8677055176402383,-0.4970786000791888,39.0,169.98320912393038
evt_inv_005648_0,cust_b2b_013,inv_005648,2026-04-02T01:25:49.680770+00:00,2228248,SEND_REMINDER,0.8500000000000001,0,3.5986616607313433,0.21341463414634146,-0.1925987949981995,0.0,1.0,-0.8680984301713377,-0.49639209858141287,35.0,165.75692617431105
evt_inv_005987_0,cust_b2b_010,inv_005987,2026-04-02T01:50:19.573880+00:00,4348866,SEND_REMINDER,0.8500000000000001,0,6.871972331780058,0.1693548387096774,1.2259078835124821,0.0,1.0,-0.8686873861864586,-0.49536070199455534,30.0,161.75015241424896
evt_inv_006997_0,cust_b2b_016,inv_006997,2026-04-02T01:51:43.675596+00:00,12149660,SEND_REMINDER,0.8500000000000001,0,7.92986975378783,0.2874251497005988,0.5564812786213069,0.0,1.0,-0.8687210469640338,-0.49530166824038946,36.0,157.76585401081982
evt_inv_003112_0,cust_b2b_038,inv_003112,2026-04-02T01:54:26.048122+00:00,4706008,ESCALATE_COLLECTIONS,0.05,0,3.8754218475648887,0.3076923076923077,0.22800429722266982,0.0,1.0,-0.8687860234141864,-0.4951876871653462,34.0,165.08149923128155
evt_inv_006297_0,cust_b2b_023,inv_006297,2026-04-02T01:55:55.401457+00:00,2892811,SEND_REMINDER,0.8500000000000001,0,8.016073615396333,0.41843971631205673,0.7123857759930371,0.0,1.0,-0.868821773469105,-0.49512495993031813,27.0,155.37354675802206
evt_inv_004448_0,cust_b2b_031,inv_004448,2026-04-02T01:57:45.193709+00:00,18864623,SEND_REMINDER,0.8500000000000001,0,8.773073544513133,0.3488372093023256,0.9245379143646231,0.0,1.0,-0.8688656948843433,-0.4950478807682619,30.0,163.42041513084556
