event_id,customer_id,invoice_id,event_created_at,amount_paise,action,propensity,outcome,days_overdue,customer_ontime_rate,invoice_size_zscore,chase_rounds_so_far,is_repeat_overdue_this_quarter,quarter_sin,quarter_cos,contacts_last_14d,customer_relationship_days
evt_inv_008729_0,cust_b2b_038,inv_008729,2026-02-01T00:07:51.930625+00:00,3663010,SEND_REMINDER,0.8500000000000001,0,6.432248835093811,1.0,-0.3766063257057116,0.0,1.0,0.0003813306962606142,0.9999999272934474,0.0,105.00749324173067
evt_inv_000288_0,cust_b2b_014,inv_000288,2026-02-01T00:08:33.151496+00:00,11275969,OFFER_PAYMENT_PLAN,0.05,0,1.7942103584303666,0.7142857142857143,0.15954619035179946,0.0,1.0,0.0004146380977059323,0.9999999140376202,0.0,108.2448418338969
evt_inv_004283_0,cust_b2b_019,inv_004283,2026-02-01T00:11:21.285720+00:00,4306587,SEND_REMINDER,0.8500000000000001,1,7.752599554384575,0.8333333333333334,0.6605285297996573,0.0,1.0,0.0005504943687449128,0.9999998484779635,0.0,103.94611804728305
evt_inv_002609_0,cust_b2b_036,inv_002609,2026-02-01T01:05:11.695636+00:00,4673410,SEND_REMINDER,0.8500000000000001,0,8.78630171184706,0.875,0.6235969277276076,0.0,1.0,0.0031607340046743257,0.9999950048678001,0.0,106.49913359074533
evt_inv_001308_0,cust_b2b_016,inv_001308,2026-02-01T02:30:21.536633+00:00,12249100,SEND_REMINDER,0.8500000000000001,0,6.253968712001845,0.8571428571428571,0.5814972053434642,0.0,1.0,0.007289542748070844,0.9999734309303043,0.0,97.79268110616364
evt_inv_007902_0,cust_b2b_010,inv_007902,2026-02-01T02:33:52.842413+00:00,2744012,OFFER_PAYMENT_PLAN,0.05,0,9.1841566960438,0.875,-0.14905657932154748,0.0,1.0,0.007460277992760689,0.9999721717389293,0.0,101.78039857782825
evt_inv_003340_0,cust_b2b_028,inv_003340,2026-02-01T02:55:57.503370+00:00,5020574,SEND_REMINDER,0.8500000000000001,0,9.073240928236558,0.7777777777777778,-0.05936444478354198,0.0,1.0,0.008530599986396234,0.9999636137699571,0.0,91.92000376026148
evt_inv_008329_0,cust_b2b_027,inv_008329,2026-02-01T02:56:16.282323+00:00,2411085,SEND_REMINDER,0.8500000000000001,0,9.227205013836896,0.7647058823529411,-0.3329539450811699,0.0,1.0,0.008545773255955891,0.9999634842130275,0.0,95.20418870031428
evt_inv_001665_0,cust_b2b_020,inv_001665,2026-02-01T03:10:25.433048+00:00,5139414,SEND_REMINDER,0.8500000000000001,1,8.473001996329256,0.9285714285714286,-0.10363211408871363,0.0,1.0,0.009231879283311475,0.9999573852944427,0.0,93.32466261787727
evt_inv_006878_0,cust_b2b_035,inv_006878,2026-02-01T03:22:35.927228+00:00,6790582,SEND_REMINDER,0.8500000000000001,0,1.8991677902526363,0.8333333333333334,0.7089708495254401,0.0,1.0,0.009822108441914024,0.9999517619294219,0.0,108.95171906832377
evt_inv_000391_0,cust_b2b_031,inv_000391,2026-02-01T04:49:14.026573+00:00,13051125,SEND_REMINDER,0.8500000000000001,0,5.388204706765873,0.7142857142857143,-0.1307995792395015,0.0,1.0,0.01402198964268125,0.9999016870705142,0.0,103.5394988445503
evt_inv_004995_0,cust_b2b_021,inv_004995,2026-02-01T05:17:42.744075+00:00,7513938,SEND_REMINDER,0.8500000000000001,0,3.445574417932651,0.75,-0.4503360859268515,0.0,1.0,0.01540252280325669,0.9998813741095967,0.0,104.22616845052863
evt_inv_004996_0,cust_b2b_032,inv_004996,2026-02-01T06:02:31.467536+00:00,4639834,SEND_REMINDER,0.8500000000000001,0,3.3008832684882448,0.6666666666666666,-0.7336322571472279,0.0,1.0,0.017574776888890548,0.9998455516815113,0.0,110.18668952560365
evt_inv_004326_0,cust_b2b_018,inv_004326,2026-02-01T06:12:29.750941+00:00,1757614,SEND_REMINDER,0.8500000000000001,0,4.625030571607053,0.6,-0.34118191216564697,0.0,1.0,0.018058126784748215,0.9998369387340248,0.0,95.68399939097144
evt_inv_006468_0,cust_b2b_020,inv_006468,2026-02-01T06:40:59.625519+00:00,7083830,SEND_REMINDER,0.8500000000000001,0,5.5601832347390685,0.9333333333333333,0.802995453409551,0.0,1.0,0.01943950146920849,0.9998110350374357,1.0,93.47089169740728
evt_inv_007991_0,cust_b2b_025,inv_007991,2026-02-01T06:41:43.738000+00:00,10456678,SEND_REMINDER,0.8500000000000001,0,1.4336925510774439,0.7142857142857143,0.07771335297439462,0.0,1.0,0.019475138611980587,0.9998103415028493,0.0,103.39748614149062
evt_inv_005082_0,cust_b2b_018,inv_005082,2026-02-01T06:46:09.988557+00:00,1272542,SEND_REMINDER,0.8500000000000001,1,1.5747825415024859,0.5454545454545454,-0.9369801073225604,0.0,1.0,0.01969023387844934,0.9998061285518368,1.0,95.70738177079382
evt_inv_008885_0,cust_b2b_010,inv_008885,2026-02-01T07:11:58.655022+00:00,1754712,SEND_REMINDER,0.8500000000000001,0,7.590379015965462,0.7777777777777778,-0.9966434463247223,0.0,1.0,0.020941333349108672,0.9997807062339028,1.0,101.97352140895345
evt_inv_001605_0,cust_b2b_032,inv_001605,2026-02-01T07:48:31.116393+00:00,6486474,SEND_REMINDER,0.8500000000000001,1,7.465916289721931,0.6153846153846154,-0.030623000684724972,0.0,1.0,0.02271246984888003,0.999742038584636,1.0,110.26029657255195
evt_inv_005440_0,cust_b2b_029,inv_005440,2026-02-01T08:03:15.309143+00:00,5028839,SEND_REMINDER,0.8500000000000001,0,6.956398931681658,0.6666666666666666,-0.2542398983357321,0.0,1.0,0.023426727594618175,0.9997255565575022,0.0,106.40069919221669
evt_inv_002117_0,cust_b2b_033,inv_002117,2026-02-01T09:24:24.850045+00:00,4742015,SEND_REMINDER,0.8500000000000001,0,7.340499383256517,0.5,0.21843379180489889,0.0,1.0,0.02736015633121949,0.9996256408503792,0.0,91.54032732007168
evt_inv_000040_0,cust_b2b_004,inv_000040,2026-02-01T10:05:07.152789+00:00,2412675,SEND_REMINDER,0.8500000000000001,1,5.797169950885298,0.6666666666666666,-0.5773704465400642,0.0,1.0,0.02933279930709685,0.9995697008637314,0.0,106.729525877225
evt_inv_005854_0,cust_b2b_038,inv_005854,2026-02-01T10:40:13.388867+00:00,3499679,OFFER_PAYMENT_PLAN,0.05,0,8.046121334863065,0.9230769230769231,-0.4712869839490589,0.0,1.0,0.031033910461782502,0.9995183321987897,1.0,105.446630489902
evt_inv_005063_0,cust_b2b_036,inv_005063,2026-02-01T11:30:15.096746+00:00,3496332,SEND_REMINDER,0.8500000000000001,0,1.7034872773635672,0.8235294117647058,-0.16313412364683658,0.0,1.0,0.03345809695252912,0.9994401211419898,1.0,106.93320073322793
evt_inv_007907_0,cust_b2b_016,inv_007907,2026-02-01T11:37:41.284201+00:00,12153942,SEND_REMINDER,0.8500000000000001,0,8.92384756032256,0.8181818181818182,0.55755842748221,0.0,1.0,0.03381842255448822,0.999427993552275,1.0,98.17277077707979
evt_inv_000374_0,cust_b2b_031,inv_000374,2026-02-01T11:51:27.643195+00:00,16090282,SEND_REMINDER,0.8500000000000001,1,1.5410172294764077,0.6666666666666666,0.4209054612338652,0.0,1.0,0.034485749937599015,0.9994051896259302,1.0,103.8327119998951
evt_inv_007264_0,cust_b2b_036,inv_007264,2026-02-01T12:20:04.937406+00:00,2370593,OFFER_PAYMENT_PLAN,0.05,1,7.9723021295513785,0.7777777777777778,-0.9155513957455279,0.0,1.0,0.03587250380530595,0.9993563746085469,2.0,106.96780537049449
evt_inv_006557_0,cust_b2b_033,inv_006557,2026-02-01T12:21:48.316936+00:00,4561198,SEND_REMINDER,0.8500000000000001,0,5.501790290321121,0.47368421052631576,0.11477737264214724,0.0,1.0,0.035955982933951865,0.999353374583412,1.0,91.6635155942784
evt_inv_005943_0,cust_b2b_008,inv_005943,2026-02-01T12:26:52.166938+00:00,9982904,SEND_REMINDER,0.8500000000000001,0,9.749852841951874,0.75,0.5926034302584012,0.0,1.0,0.03620134081911257,0.9993445166322266,0.0,94.68739033330321
evt_inv_003523_0,cust_b2b_011,inv_003523,2026-02-01T12:29:28.207708+00:00,1619479,SEND_REMINDER,0.8500000000000001,1,4.512509069933742,0.6153846153846154,-0.023633273133485008,0.0,1.0,0.03632734238535542,0.9993399442608192,0.0,105.31743361079636
