event_id,customer_id,transaction_id,event_created_at,amount_paise,action,propensity,outcome,prior_success_rate,days_since_last_failure,amount_zscore,retry_count_so_far,is_recurring_subscription,hour_sin,hour_cos,bank_recent_fail_rate,contacts_last_7d,ltv_zscore,customer_tenure_days,is_soft_decline,is_insufficient_funds
evt_pay_005981_0,cust_035,pay_005981,2026-05-01T00:42:10.827998+00:00,40345,WHATSAPP_NUDGE,0.8333333333333334,0,0.34552845528455284,2.320341242177278,-0.22786039683325257,0.0,1.0,0.18300971747621528,0.9831111042548933,0.75,4.0,0.5026080740568922,303.96502590869545,0.0,0.0
evt_pay_003636_2,cust_004,pay_003636,2026-05-01T00:52:07.825550+00:00,432229,ESCALATE_HUMAN,0.8333333333333334,0,0.5025380710659898,0.9166666666666666,0.07354552427558092,2.0,1.0,0.2255055221790911,0.9742418896078815,0.9333333333333333,7.0,-0.2585165281110097,326.2001556046525,1.0,0.0
evt_pay_007805_2,cust_000,pay_007805,2026-05-01T00:52:57.261331+00:00,136429,RETRY_NOW,0.03333333333333333,0,0.411214953271028,0.9166666666666666,0.20479798061427193,2.0,1.0,0.22900652660593496,0.9734248870723848,0.8888888888888888,6.0,0.8132490481077264,319.6919823988557,0.0,0.0
evt_pay_001244_0,cust_010,pay_001244,2026-05-01T00:59:28.372239+00:00,85367,RETRY_LATER,0.03333333333333333,0,0.3923076923076923,3.725018253795762,0.22860298479470167,0.0,1.0,0.25659669857770095,0.966518563856393,0.6842105263157895,2.0,-0.045395759303349575,329.9869002666548,0.0,0.0
evt_pay_005299_2,cust_029,pay_005299,2026-05-01T01:20:32.592681+00:00,40737,ESCALATE_HUMAN,0.8333333333333334,0,0.46613545816733065,0.267146445415771,-0.2556655041338974,2.0,1.0,0.34424644619636663,0.9388793235987104,0.84,4.0,-0.8256115037842402,304.06921975476905,0.0,0.0
evt_pay_007257_0,cust_053,pay_007257,2026-05-01T01:24:46.485074+00:00,316114,WHATSAPP_NUDGE,0.8333333333333334,0,0.4369369369369369,0.9434581420390108,-0.035152923873734636,0.0,1.0,0.361521855127771,0.9323636352115922,0.9333333333333333,4.0,-0.06914381847567465,301.043229930226,0.0,0.0
evt_pay_002289_0,cust_001,pay_002289,2026-05-01T01:28:09.153738+00:00,478712,ESCALATE_HUMAN,0.03333333333333333,0,0.3423076923076923,0.12149980338693922,-0.26352153630282293,0.0,1.0,0.3752237168573137,0.9269342815473934,0.9375,12.0,0.16534712408787333,312.6143191705962,0.0,1.0
evt_pay_005724_0,cust_013,pay_005724,2026-05-01T01:31:46.789931+00:00,161756,WHATSAPP_NUDGE,0.8333333333333334,0,0.3486238532110092,6.335421699756864,-0.16913069829962057,0.0,1.0,0.3898466530985173,0.9208797896945531,0.9411764705882353,1.0,-0.5595801808996762,301.6660065136731,0.0,0.0
evt_pay_001804_0,cust_011,pay_001804,2026-05-01T01:34:54.795837+00:00,64415,RETRY_NOW,0.8333333333333334,0,0.5776699029126213,4.410708535076215,0.24767851716668474,0.0,1.0,0.4024002545945281,0.915463836042833,0.5,6.0,-0.306212897974724,304.7852804965807,1.0,0.0
evt_pay_007341_1,cust_015,pay_007341,2026-05-01T01:39:05.631194+00:00,127448,WHATSAPP_NUDGE,0.8333333333333334,0,0.46846846846846846,0.08333333333333333,0.2307539692106388,1.0,1.0,0.41903159796027006,0.9079716514907624,0.7222222222222222,5.0,1.245182551392603,317.4849585384529,0.0,0.0
evt_pay_003378_2,cust_001,pay_003378,2026-05-01T02:10:38.204447+00:00,447683,ESCALATE_HUMAN,0.8333333333333334,0,0.34099616858237547,0.029502901724356434,-0.4316356221530029,2.0,1.0,0.5396407309869751,0.8418954100479722,0.9411764705882353,12.0,0.16534712408787333,312.6438220723206,0.0,1.0
evt_pay_003254_0,cust_006,pay_003254,2026-05-01T02:19:06.455704+00:00,124905,PAYMENT_LINK,0.03333333333333333,0,0.44921875,0.8699395043565042,-0.11478147533492489,0.0,1.0,0.5703824400534878,0.8213792498466402,0.736842105263158,3.0,-0.3286363658753921,322.7450031411989,0.0,0.0
evt_pay_005138_0,cust_041,pay_005138,2026-05-01T02:29:36.539356+00:00,330217,ESCALATE_HUMAN,0.03333333333333333,0,0.452914798206278,1.504369085290989,0.7282861621450692,0.0,1.0,0.6074069986249839,0.7943907967879467,0.8333333333333334,2.0,0.3693318557794774,329.39372819825394,0.0,0.0
evt_pay_005981_1,cust_035,pay_005981,2026-05-01T02:42:10.827998+00:00,51888,WHATSAPP_NUDGE,0.8333333333333334,0,0.3441295546558704,0.08333333333333333,0.5244147399457608,1.0,1.0,0.6500466166012621,0.7598943322892018,0.8,5.0,0.5026080740568922,304.04835924202877,1.0,0.0
evt_pay_001244_1,cust_010,pay_001244,2026-05-01T02:59:28.372239+00:00,72626,DO_NOTHING,0.03333333333333333,0,0.39080459770114945,0.08333333333333333,-0.23195035029164873,1.0,1.0,0.7054785414237039,0.7087312802400381,0.75,2.0,-0.045395759303349575,330.0702335999881,0.0,1.0
evt_pay_007537_0,cust_030,pay_007537,2026-05-01T03:12:27.166514+00:00,153811,RETRY_LATER,0.03333333333333333,0,0.42916666666666664,0.7959133359622873,-0.3160621411336619,0.0,1.0,0.7444653118875336,0.667661141145864,0.5714285714285714,7.0,1.7722569671050512,301.0778423338629,0.0,0.0
evt_pay_007257_1,cust_053,pay_007257,2026-05-01T03:24:46.485074+00:00,355991,WHATSAPP_NUDGE,0.8333333333333334,1,0.4349775784753363,0.08333333333333333,0.32083059458275387,1.0,1.0,0.7792689281697233,0.6266896660941607,0.9333333333333333,5.0,-0.06914381847567465,301.1265632635594,0.0,0.0
evt_pay_001836_2,cust_006,pay_001836,2026-05-01T03:26:23.682528+00:00,128326,ESCALATE_HUMAN,0.8333333333333334,0,0.4474708171206226,0.046727162310162385,-0.03968023169207262,2.0,1.0,0.7836791165410091,0.6211658734166773,0.75,4.0,-0.3286363658753921,322.79173030350904,0.0,1.0
evt_pay_005724_1,cust_013,pay_005724,2026-05-01T03:31:46.789931+00:00,160453,WHATSAPP_NUDGE,0.8333333333333334,0,0.3470319634703196,0.08333333333333333,-0.19078262285659092,1.0,1.0,0.7980570000109319,0.6025819651578956,0.875,2.0,-0.5595801808996762,301.7493398470064,1.0,0.0
evt_pay_001804_1,cust_011,pay_001804,2026-05-01T03:34:54.795837+00:00,49036,PAYMENT_LINK,0.03333333333333333,1,0.5748792270531401,0.08333333333333333,-0.49357639130552333,1.0,1.0,0.8062207609896035,0.5916148109617816,0.625,6.0,-0.306212897974724,304.868613829914,0.0,1.0
evt_pay_006200_0,cust_006,pay_006200,2026-05-01T03:47:50.162170+00:00,114873,RETRY_NOW,0.8333333333333334,0,0.44573643410852715,0.014889810672779428,-0.33504519985235226,0.0,1.0,0.8382807037773856,0.5452389033024799,0.736842105263158,4.0,-0.3286363658753921,322.80662011418184,1.0,0.0
