event_id,customer_id,transaction_id,event_created_at,amount_paise,action,propensity,outcome,prior_success_rate,days_since_last_failure,amount_zscore,retry_count_so_far,is_recurring_subscription,hour_sin,hour_cos,bank_recent_fail_rate,contacts_last_7d,ltv_zscore,customer_tenure_days,is_soft_decline,is_insufficient_funds
evt_pay_008091_0,cust_023,pay_008091,2026-05-31T00:00:37.779392+00:00,87350,WHATSAPP_NUDGE,0.8333333333333334,0,0.4015444015444015,1.555905561181703,0.10983449220254547,0.0,1.0,0.002747391449317497,0.9999962259129902,0.9090909090909091,11.0,0.9385908116339667,354.2527022887464,0.0,0.0
evt_pay_001019_2,cust_036,pay_001019,2026-05-31T00:00:39.035784+00:00,310352,ESCALATE_HUMAN,0.8333333333333334,0,0.4416961130742049,0.4303936350955648,-0.24177012920293417,2.0,1.0,0.002838758532286104,0.9999959707168802,0.7692307692307692,13.0,-0.5882553306323993,341.44183448487973,1.0,0.0
evt_pay_004767_0,cust_029,pay_004767,2026-05-31T00:18:20.625765+00:00,50262,RETRY_LATER,0.8333333333333334,0,0.3773006134969325,0.8243875326242195,0.3525988862555664,0.0,1.0,0.07995433105508402,0.9967985277605169,0.6923076923076923,5.0,-0.8256115037842402,334.02602569325046,0.0,1.0
evt_pay_001915_0,cust_056,pay_001915,2026-05-31T00:28:57.131227+00:00,176047,WHATSAPP_NUDGE,0.8333333333333334,0,0.27184466019417475,0.3143591867945095,0.2995351346311474,0.0,1.0,0.12599201125071083,0.9920312561109155,1.0,7.0,-0.26273729270347856,341.9755523540313,0.0,0.0
evt_pay_000871_0,cust_030,pay_000871,2026-05-31T01:00:31.106735+00:00,177100,RETRY_LATER,0.8333333333333334,1,0.3698630136986301,3.7272884189051374,0.06869559637405963,0.0,1.0,0.2610034458851682,0.9653378689536986,0.782608695652174,1.0,1.7722569671050512,330.98622127161116,0.0,1.0
evt_pay_001187_2,cust_006,pay_001187,2026-05-31T01:53:56.918911+00:00,109531,ESCALATE_HUMAN,0.8333333333333334,1,0.4521452145214521,0.1693114855955855,-0.4523428896622567,2.0,1.0,0.4769618377947509,0.8789240042730962,1.0,9.0,-0.3286363658753921,352.7275316505374,0.0,0.0
evt_pay_004620_1,cust_043,pay_004620,2026-05-31T01:57:01.734161+00:00,125408,WHATSAPP_NUDGE,0.8333333333333334,0,0.24285714285714285,0.08333333333333333,-0.37340234606531714,1.0,1.0,0.4887312695919035,0.8724343792647594,0.782608695652174,8.0,-0.05414349663535748,345.7235255828776,0.0,1.0
evt_pay_008091_1,cust_023,pay_008091,2026-05-31T02:00:37.779392+00:00,82155,WHATSAPP_NUDGE,0.8333333333333334,0,0.4,0.08333333333333333,-0.06660593560617437,1.0,1.0,0.5023774237457442,0.8646484396045533,0.9090909090909091,12.0,0.9385908116339667,354.3360356220797,0.0,0.0
evt_pay_004767_1,cust_029,pay_004767,2026-05-31T02:18:20.625765+00:00,53253,WHATSAPP_NUDGE,0.8333333333333334,1,0.3761467889908257,0.08333333333333333,0.543577552091332,1.0,1.0,0.5676417457165522,0.8232756819679936,0.7916666666666666,5.0,-0.8256115037842402,334.10935902658383,1.0,0.0
evt_pay_001915_1,cust_056,pay_001915,2026-05-31T02:28:57.131227+00:00,158109,WHATSAPP_NUDGE,0.8333333333333334,0,0.2709677419354839,0.08333333333333333,-0.022111301800619265,1.0,1.0,0.6051279104724682,0.796128263514884,0.9473684210526316,8.0,-0.26273729270347856,342.05888568736464,0.0,0.0
