event_id,customer_id,transaction_id,event_created_at,amount_paise,action,propensity,outcome,prior_success_rate,days_since_last_failure,amount_zscore,retry_count_so_far,is_recurring_subscription,hour_sin,hour_cos,bank_recent_fail_rate,contacts_last_7d,ltv_zscore,customer_tenure_days,is_soft_decline,is_insufficient_funds
evt_pay_006153_0,cust_017,pay_006153,2026-01-01T00:02:53.799822+00:00,470993,PAYMENT_LINK,0.03333333333333333,0,0.8450704225352113,180.0,-0.2277709527815823,0.0,1.0,0.012638743251904293,0.9999201278947296,0.1,0.0,0.5027156808516637,203.56362012513554,0.0,1.0
evt_pay_001793_0,cust_045,pay_001793,2026-01-01T00:16:38.500220+00:00,113946,RETRY_LATER,0.8333333333333334,0,0.9242424242424242,180.0,0.8719850169458457,0.0,1.0,0.07254919147505831,0.9973648353618225,0.1,0.0,1.000889969158722,183.8480680951859,0.0,1.0
evt_pay_006316_0,cust_015,pay_006316,2026-01-01T00:28:54.517124+00:00,146749,WHATSAPP_NUDGE,0.8333333333333334,0,0.9375,180.0,0.6983806250189477,0.0,1.0,0.12580342098572553,0.9920551896282224,1.0,0.0,1.245182551392603,197.4362187922729,0.0,0.0
evt_pay_001479_0,cust_016,pay_001479,2026-01-01T01:14:30.972485+00:00,109824,RETRY_LATER,0.8333333333333334,0,0.8947368421052632,180.0,-0.16124372983965127,0.0,1.0,0.3194398374977967,0.9476065587676044,0.1,0.0,-0.5381138706705891,202.83139261301486,0.0,1.0
evt_pay_000349_0,cust_001,pay_000349,2026-01-01T01:22:55.570191+00:00,435904,RETRY_NOW,0.8333333333333334,0,0.8850574712643678,180.0,-0.4954538059605401,0.0,1.0,0.3539897706662641,0.93524929417971,0.1,0.0,0.16534712408787333,192.61068973138947,1.0,0.0
evt_pay_006068_0,cust_047,pay_006068,2026-01-01T02:15:53.391991+00:00,103583,WHATSAPP_NUDGE,0.8333333333333334,0,0.922077922077922,180.0,-0.19225310162192516,0.0,1.0,0.5587944465897402,0.8293061958411175,1.0,0.0,1.898235005697721,183.1106026006016,0.0,0.0
evt_pay_001944_0,cust_038,pay_001944,2026-01-01T02:16:05.304104+00:00,38084,RETRY_LATER,0.8333333333333334,0,0.8681318681318682,180.0,-0.41620524117135654,0.0,1.0,0.5595126426582282,0.8288218160169325,1.0,0.0,2.4957647172129915,208.05141298864467,0.0,1.0
evt_pay_001793_1,cust_045,pay_001793,2026-01-01T02:16:38.500220+00:00,93585,WHATSAPP_NUDGE,0.8333333333333334,0,0.9104477611940298,0.08333333333333333,0.2056327808266097,1.0,1.0,0.5615118605223332,0.8274686885270934,1.0,0.0,1.000889969158722,183.93140142851925,0.0,0.0
evt_pay_004909_0,cust_035,pay_004909,2026-01-01T02:19:51.931436+00:00,42910,WHATSAPP_NUDGE,0.8333333333333334,0,0.8717948717948718,180.0,-0.060676412953609135,0.0,1.0,0.5730956899012283,0.8194884564267121,0.1,0.0,0.5026080740568922,184.03286275404284,0.0,0.0
evt_pay_005200_0,cust_050,pay_005200,2026-01-01T02:38:29.239648+00:00,109139,WHATSAPP_NUDGE,0.8333333333333334,0,0.8674698795180723,180.0,-0.1833967810366738,0.0,1.0,0.6377175382530649,0.7702703041169708,0.1,0.0,-0.900782201038446,207.82491098399703,0.0,0.0
evt_pay_001500_0,cust_057,pay_001500,2026-01-01T02:53:40.712705+00:00,89080,WHATSAPP_NUDGE,0.8333333333333334,0,0.8095238095238095,180.0,0.2516235780537251,0.0,1.0,0.687336480355731,0.7263391513419855,1.0,0.0,-0.5990323654313375,201.3853736070339,0.0,0.0
evt_pay_001059_0,cust_018,pay_001059,2026-01-01T03:22:39.415332+00:00,137007,WHATSAPP_NUDGE,0.8333333333333334,0,0.8070175438596491,180.0,-0.15615686026963868,0.0,1.0,0.7734446426666747,0.6338638534655686,1.0,0.0,-0.4554811204429685,185.76295276443943,0.0,0.0
evt_pay_000349_1,cust_001,pay_000349,2026-01-01T03:22:55.570191+00:00,530700,PAYMENT_LINK,0.8333333333333334,0,0.875,0.08333333333333333,0.018145408919410192,1.0,1.0,0.7741887811666671,0.6329547622979627,1.0,0.0,0.16534712408787333,192.6940230647228,0.0,0.0
evt_pay_008553_0,cust_052,pay_008553,2026-01-01T03:27:20.944780+00:00,160943,WHATSAPP_NUDGE,0.8333333333333334,0,0.8823529411764706,180.0,0.2975590818505529,0.0,1.0,0.7862589908845735,0.6178970782041069,1.0,0.0,-1.0656726581061444,210.01878483792748,0.0,0.0
evt_pay_001566_0,cust_012,pay_001566,2026-01-01T03:31:29.228934+00:00,653322,PAYMENT_LINK,0.8333333333333334,0,0.9,180.0,0.5894098273390019,0.0,1.0,0.7972868090100559,0.6036006495842783,1.0,0.0,-0.5006574979571285,190.35295301099416,0.0,0.0
evt_pay_000042_0,cust_019,pay_000042,2026-01-01T03:43:51.017974+00:00,135308,WHATSAPP_NUDGE,0.8333333333333334,0,0.8571428571428571,180.0,0.37322288647464885,0.0,1.0,0.8286721357459688,0.5597343043250206,1.0,0.0,-0.5137657855739247,186.56470434176012,0.0,0.0
